ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00005^Yazneg Ferrow^Άνδρας^Orc^Cleric^-^1^1/8^Θελήματα^Drifters^The Drift^Dust Depot (SET-012)^Εχθρικός^16^11^Mace^+5^1d6+3 θλαστικό^Guiding Bolt; Healing Word; Cure Wounds; Shield of Faith^-^θυμιατό που δεν άναψε ποτέ; γυαλιά σφραγισμένα από τη σκόνη; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-08461^Mog Longstride^Άνδρας^Orc^Druid^Circle of the Land^5^3^Επικαλητής καταιγίδας^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^15^47^Starry Form (The Long Shot)^+7^1d8+4 radiant^Entangle; Barkskin; Spike Growth; Faerie Fire^-^ραβδί που έχει ριζώσει δύο φορές; εφεδρική πλήμνη τροχού, λάθος μέγεθος; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που του είπαν.
SL-08465^Ilya Emberly^Γυναίκα^Elf^Warlock^The Great Old One^4^1^Οδηγός κάρου^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^15^40^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Hex; Charm Person; Dissonant Whispers; Arms of Hadar^-^φανάρι από καπνισμένο γυαλί; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-08477^Hadriel Ulverston^Γυναίκα^Aasimar^Rogue^Arcane Trickster^5^2^Επικαλητής καταιγίδας^Drifters^The Drift^Low Crossing (SET-007)^Φιλική^15^46^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-08483^Verity Jarrow^Γυναίκα^Tiefling^Bard^College of Dance^9^6^Γιατρός πεδίου^The Otherside^The Drift^Dust Depot (SET-012)^Ουδέτερη^16^71^Hand crossbow^+9^1d6+5 διατρητικό^Enhance Ability; Healing Word; Hypnotic Pattern; Fear^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σέρνει σπασμένο άξονα από τον δρόμο μόνη επειδή το καραβάνι δεν περίμενε.^Βουβη από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-08518^Brynn Stoneglass^Γυναίκα^Half-Elf^Ranger^Gloom Stalker^6^3^Υπάλληλος assay^Independent^The Drift^Dust Depot (SET-012)^Φιλική^16^52^Shortsword pair^+7^1d6+4 διατρητικό^Cure Wounds; Pass Without Trace; Fog Cloud; Hunter's Mark^-^πυξίδα Drifter's Road; υπογεγραμμένο route-charter; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Ανταλλάσσει νερό με πληροφορίες σε ξερή στάση, και χρεώνει επίτηδες λιγότερο.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-08526^Halloway Wickham^Άνδρας^Human^Rogue^-^2^1/4^Υπάλληλος πύλης^Independent^The Drift^Nine Stop (SET-008)^Εχθρικός^14^18^Shortsword (Sneak Attack)^+5^1d6+3 + 1d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; κατάλογος κάθε waystation από εδώ ως την ακτή; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Σέρνει σπασμένο άξονα από τον δρόμο μόνος επειδή το καραβάνι δεν περίμενε.^Γίνεται πολύ ήσυχος και πολύ ευγενικος όταν θυμώνει, που είναι χειρότερο.
SL-08527^Solace Saltmarsh^Γυναίκα^Aasimar^Wizard^School of Illusion^9^6^Γιατρός πεδίου^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^12^74^Ray of Frost^+9^2d8 cold^Shield; Hypnotic Pattern; Misty Step; Grease^-^δανεικό spellbook με τις σημειώσεις κάποιου άλλου; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-08528^Gunnloda Ironmark^Γυναίκα^Dwarf^Bard^College of Dance^3^1/2^Σκοπός^Drifters^The Drift^Dust Depot (SET-012)^Εχθρική^14^23^Vicious Mockery^+5^1d6+3 τέμνον^Dissonant Whispers; Faerie Fire; Bane; Healing Word^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; εφεδρική πλήμνη τροχού, λάθος μέγεθος; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-08539^Tessy Bramblecote^Γυναίκα^Halfling^Fighter^Eldritch Knight^7^3^Επικαλητής καταιγίδας^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^19^81^Longsword^+7^1d8+4 τέμνον^-^-^βαρίδια ρίψης; εφεδρική πλήμνη τροχού, λάθος μέγεθος; κλειδί χωρίς κλειδαριά^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-08547^Gerbo Pell^Άνδρας^Gnome^Fighter^Champion^8^4^Επιμελητής καραβανιού^Guardians^The Drift^Dust Depot (SET-012)^Φιλικός^18^84^Halberd^+7^1d10+4 τέμνον^-^-^χαρακωμένο greatsword; γυαλιά σφραγισμένα από τη σκόνη; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Ονομάζει τον άνεμο πριν ονομάσει αυτόν με τον οποίο μιλάει.
SL-08575^Roywyn Hollis^Γυναίκα^Gnome^Wizard^Order of Scribes^13^9^Μεσάζων της Otherside^The Otherside^The Drift^Dust Depot (SET-012)^Φιλική^13^112^Fire Bolt^+10^310 fire^Fireball; Forcecage; Mirror Image; Fly^-^κιμωλίες σε επτά χρώματα; κλειδί waystation που δεν ανοίγει πια τίποτα; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Ονομάζει τον άνεμο πριν ονομάσει αυτόν με τον οποίο μιλάει.
SL-08588^Thaddeus Zell^Άνδρας^Aasimar^Ranger^-^1^1/8^Εκπαιδευόμενος scout^Independent^The Drift^Long Waystation (SET-002)^Εχθρικός^14^9^Hand crossbow^+5^1d6+3 διατρητικό^Goodberry; Cure Wounds; Hunter's Mark; Ensnaring Strike^-^πυξίδα Drifter's Road; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; Guardian dog-tag που δεν είναι δικό του^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-08590^Beran Renn^Άνδρας^Human^Druid^Circle of the Land^18^13^Διοικητής τείχους^The Otherside^The Drift^Nine Stop (SET-008)^Φιλικός^18^173^Produce Flame^+11^1d8+5 τέμνον^Dispel Magic; Spike Growth; Pass Without Trace; Barkskin^-^χάρτης άστρων σε κατεργασμένο δέρμα; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Υπερπροφέρει κάθε λέξη, έχοντας μάθει τη γλώσσα αργά και τυπικά.
SL-08597^Doro Hollowmere^Άνδρας^Halfling^Ranger^Fey Wanderer^20^14^Φωνή της κοιλάδας^Drifters^The Drift^Low Crossing (SET-007)^Φιλικός^18^202^Shortsword pair^+11^1d6+5 διατρητικό^Dispel Magic; Pass Without Trace; Lesser Restoration; Swift Quiver^-^nightglass δοκιμασμένο με δεμένα μάτια; τρία εφεδρικά shield cells; ένταλμα με τη δική του περιγραφή πάνω^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-08600^Hearth Bramblecote^Γυναίκα^Awakened Construct^Cleric^Light Domain^7^4^Λαθρέμπορος^Independent^The Drift^Dust Depot (SET-012)^Φιλική^19^69^Ritual sickle^+7^1d6+4 τέμνον^Bless; Guiding Bolt; Hold Person; Healing Word^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); κατάλογος κάθε waystation από εδώ ως την ακτή; κλειδί χωρίς κλειδαριά^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Χρησιμοποιεί ιατρικούς όρους για τα πάντα, ακόμα και για συναισθηματικές καταστάσεις.
SL-08628^Fenna Harkaway^Γυναίκα^Human^Warlock^-^2^1/4^Επισκευαστής φραχτών^Guardians^The Drift^Ash Depot (SET-005)^Φιλική^14^18^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Charm Person; Hex; Arms of Hadar; Dissonant Whispers^-^σφραγίδα που ξανανοίγει μόνη της; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που της είπαν.
SL-08645^Verity Orrick^Γυναίκα^Tiefling^Bard^College of Dance^3^1/2^Σχοινάς^Guardians^The Drift^Long Waystation (SET-002)^Ουδέτερη^14^25^Hand crossbow^+5^1d6+3 διατρητικό^Dissonant Whispers; Faerie Fire; Healing Word; Bane^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; υπογεγραμμένο route-charter; γράμμα που δεν στάλθηκε ποτέ^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-08649^Phelaia Stallard^Γυναίκα^Tiefling^Fighter^Champion^7^3^Κούριερ συμβολαίων^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^19^79^Halberd^+7^1d10+4 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-08657^Kairon Dross^Άνδρας^Tiefling^Warlock^The Fiend^17^12^Πρεσβύτερος του δρόμου^Independent^The Drift^Long Waystation (SET-002)^Φιλικός^15^198^Eldritch Blast^+11^4 δέσμες, 1d10+5 force η καθεμία^Misty Step; Hold Person; Eldritch Blast (5 beams); Summon Fiend^-^νεφρίτινο νόμισμα (σήμα Lord); κατάλογος κάθε waystation από εδώ ως την ακτή; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Χρησιμοποιεί αργκό του σώματος για μέλη και τραύματα και βρίσκει τις απλές λέξεις ναζιάρικες.
SL-08660^Corine Grimsby^Γυναίκα^Human^Rogue^Soulknife^8^4^Αρχιτελώνης^Drifters^The Drift^Dust Depot (SET-012)^Εχθρική^15^64^Shortsword (Sneak Attack)^+7^1d6+4 + 4d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; κατάλογος κάθε waystation από εδώ ως την ακτή; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-08663^Felosial Ashcombe^Γυναίκα^Elf^Druid^Circle of the Sea^4^1^Υπάλληλος πύλης^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερη^14^33^Starry Form (The Long Shot)^+5^1d8+3 radiant^Goodberry; Faerie Fire; Thunderwave; Entangle^-^ραβδί που έχει ριζώσει δύο φορές; κατάλογος κάθε waystation από εδώ ως την ακτή; shard με μήνυμα που δεν έχει παίξει ποτέ^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Γελάει με τα ίδια της τα αστεία έναν χτύπο πριν τα πει.
SL-08693^Wellby Quill^Άνδρας^Halfling^Bard^College of Valor^10^6^Λοχίας τείχους^Independent^The Drift^Dust Depot (SET-012)^Φιλικός^14^84^Shortsword^+9^1d6+5 διατρητικό^Dissonant Whispers; Healing Word; Faerie Fire; Dispel Magic^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; κατάλογος κάθε waystation από εδώ ως την ακτή; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-08698^Sable-Case Wintersby^Γυναίκα^Awakened Construct^Fighter^Champion^13^8^Εκτιμητής της Guild^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερη^19^148^Longbow^+10^1d8+5 διατρητικό^-^-^χαρακωμένο greatsword; τρία εφεδρικά shield cells; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Κοιμάται καθιστη με το χέρι ακόμα στο όπλο.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-08716^Isolde Draye^Γυναίκα^Human^Wizard^Order of Scribes^15^10^Σφραγιστής των scars^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερη^14^136^Fire Bolt^+10^310 fire^Globe of Invulnerability; Misty Step; Mirror Image; Fly^-^κιμωλίες σε επτά χρώματα; τρία εφεδρικά shield cells; debt-token από τους Lifeweavers^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-08734^Osric Jorvik^Άνδρας^Human^Fighter^-^1^1/8^Καμπανάρης^Drifters^The Drift^Long Waystation (SET-002)^Εχθρικός^18^10^Greatsword^+5^2d6+3 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις του ανάλογα.
SL-08735^Aelis Rookwood^Γυναίκα^Elf^Rogue^Thief^4^1^Συλλέκτης μεταλλεύματος^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερη^14^28^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^κόφτης τζαμιού και ένα κουβάρι σύρμα; κατάλογος κάθε waystation από εδώ ως την ακτή; απλήρωτος λογαριασμός από τρεις πόλεις^Κοιμάται καθιστη με το χέρι ακόμα στο όπλο.^Μιλάει με τον ρυθμό εκπαιδευτή ακόμα και όταν συζητάει για το δείπνο.
SL-08738^Verity Vane^Γυναίκα^Tiefling^Fighter^Champion^18^12^Αρχιεκτιμητής^Drifters^The Drift^Low Crossing (SET-007)^Ουδέτερη^19^211^Halberd^+11^1d10+5 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; πειθαρχική αναφορά, ανοιχτή ακόμα^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Γελάει με τα ίδια της τα αστεία έναν χτύπο πριν τα πει.
SL-08743^Rurik Thistlewood^Άνδρας^Dwarf^Cleric^Light Domain^7^4^Επιστάτης ανάσυρσης^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^17^67^Warhammer^+7^1d8+4 θλαστικό^Shield of Faith; Guiding Bolt; Bless; Hold Person^-^warhammer με σφραγίδα Bastion; υπογεγραμμένο route-charter; λίστα routes που δεν υπάρχουν πια^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει για τον δρόμο σαν να έχει προθέσεις, και δεν είναι ποιητικός.
SL-08746^Mott Kessel^Άνδρας^Tiefling^Cleric^Grave Domain^12^8^Διοικητής τείχους^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερος^20^112^Warhammer^+9^1d8+5 θλαστικό^Hold Person; Spirit Guardians; Healing Word; Mass Healing Word^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; κλειδί waystation που δεν ανοίγει πια τίποτα; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Μιλάει για τον δρόμο σαν να έχει προθέσεις, και δεν είναι ποιητικός.
SL-08751^Hale Vellacott^Άνδρας^Human^Barbarian^Path of the Berserker^9^5^Επιμελητής καραβανιού^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερος^15^106^Handaxe pair^+9^1d6+5 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; κλειδί waystation που δεν ανοίγει πια τίποτα; γράμμα που δεν στάλθηκε ποτέ^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-08767^Ottar Havelock^Άνδρας^Goliath^Bard^-^2^1/4^Λυχνοκόπος^The Otherside^The Drift^Long Waystation (SET-002)^Ουδέτερος^13^13^Hand crossbow^+5^1d6+3 διατρητικό^Faerie Fire; Dissonant Whispers; Healing Word; Bane^-^λαούτο με ασημένιες χορδές; εφεδρική πλήμνη τροχού, λάθος μέγεθος; μια τούφα μαλλιά σε διπλωμένο χαρτί^Σέρνει σπασμένο άξονα από τον δρόμο μόνος επειδή το καραβάνι δεν περίμενε.^Σταματάει για να διαλέξει ανάμεσα σε δύο λέξεις και πάντα παίρνει την πιο ωμή.
SL-08769^Garret Dane^Άνδρας^Halfling^Ranger^Fey Wanderer^3^1/2^Νερουλάς^Guardians^The Drift^Long Waystation (SET-002)^Φιλικός^14^28^Hand crossbow^+5^1d6+3 διατρητικό^Ensnaring Strike; Goodberry; Hunter's Mark; Fog Cloud^-^20 βέλη, 4 με αιχμή nanite; κατάλογος κάθε waystation από εδώ ως την ακτή; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Διαβάζει ένα route-charter ανάποδα και κάνει ότι δεν το κάνει.^Αργος και μετρημένος· δεν υψώνει ποτέ τη φωνή του και δεν επαναλαμβάνει.
SL-08773^Merric Jessup^Άνδρας^Halfling^Monk^Warrior of the Elements^3^1/2^Φροντιστής σκύλων^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^13^25^Quarterstaff^+5^1d8+3 θλαστικό^-^-^μπολ που έχει χρησιμοποιηθεί ως όπλο; τρία εφεδρικά shield cells; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Μετράει shield cells σε μια πύλη waystation και αρνείται να την ανοίξει πριν καταγραφεί το τελευταίο.^Δεν λέει ποτέ αντίο· οι κουβέντες απλώς σταματούν όταν το αποφασίσει.
SL-08788^Lerissa Hollis^Γυναίκα^Tiefling^Barbarian^Path of the Berserker^10^5^Αξιωματικός σημάτων^Independent^The Drift^Grey Crossing (SET-006)^Ουδέτερη^15^109^Maul^+9^2d6+5 θλαστικό^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Ανταλλάσσει νερό με πληροφορίες σε ξερή στάση, και χρεώνει επίτηδες λιγότερο.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-08794^Garrow Oxley^Άνδρας^Human^Bard^College of Valor^3^1/2^Συντηρητής shield^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερος^14^20^Vicious Mockery^+5^1d6+3 τέμνον^Bane; Healing Word; Faerie Fire; Charm Person^-^συστατική επιστολή για αυλή που έχει πέσει; εφεδρική πλήμνη τροχού, λάθος μέγεθος; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Φωνή κατεστραμμένη από έκθεση σε nanites· κουβαλάει πλακέτα για τις μεγάλες εξηγήσεις.
SL-08797^Merla Ashenford^Γυναίκα^Halfling^Bard^-^1^1/8^Παγιδευτής^Drifters^The Drift^Long Waystation (SET-002)^Φιλική^15^7^Shortsword^+5^1d6+3 διατρητικό^Faerie Fire; Dissonant Whispers; Bane; Charm Person^-^λαούτο με ασημένιες χορδές; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-08818^Kestrel Mallory^Γυναίκα^Human^Bard^College of Lore^3^1/2^Μαθητευόμενος εισπράκτορα^Independent^The Drift^Ember Crossing (SET-011)^Ουδέτερη^14^24^Hand crossbow^+5^1d6+3 διατρητικό^Bane; Dissonant Whispers; Charm Person; Faerie Fire^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; γυαλιά σφραγισμένα από τη σκόνη; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-08825^Havilar Thornbury^Γυναίκα^Dragonborn^Fighter^Champion^6^3^Αναγνώστης άστρων^The Otherside^The Drift^Dust Depot (SET-012)^Ουδέτερη^18^74^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^θώρακας επισκευασμένος στο πεδίο; κατάλογος κάθε waystation από εδώ ως την ακτή; σύμβολο ενός Circle που δεν συνεδριάζει πια^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-08831^Surina Corr^Γυναίκα^Dragonborn^Wizard^-^2^1/4^Παραγιός μάγειρα^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^12^16^Fire Bolt^+5^110 fire^Grease; Magic Missile; Sleep; Shield^-^θήκη με 5 scrolls; κλειδί waystation που δεν ανοίγει πια τίποτα; σύμβολο ενός Circle που δεν συνεδριάζει πια^Μετράει shield cells σε μια πύλη waystation και αρνείται να την ανοίξει πριν καταγραφεί το τελευταίο.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-08833^Shamash Brine^Άνδρας^Dragonborn^Fighter^Eldritch Knight^10^5^Κούριερ αρχείου^Independent^The Drift^Long Waystation (SET-002)^Εχθρικός^18^117^Longbow^+9^1d8+5 διατρητικό^-^-^κόρνα ρήγματος shield; κλειδί waystation που δεν ανοίγει πια τίποτα; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-08838^Sennet Inglewood^Γυναίκα^Halfling^Wizard^School of Illusion^5^3^Κυνηγός επικηρυγμένων^Guardians^The Drift^Dust Depot (SET-012)^Εχθρική^12^42^Arcane Ray^+7^2d8 force^Grease; Mirror Image; Sleep; Web^-^κιμωλίες σε επτά χρώματα; εφεδρική πλήμνη τροχού, λάθος μέγεθος; διαταγές που επέλεξε να μην ακολουθήσει^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-08858^Imogen Orrick^Γυναίκα^Human^Fighter^Psi Warrior^10^5^Περιπολητής περιμέτρου^The Otherside^The Drift^Long Waystation (SET-002)^Ουδέτερη^20^118^Longbow^+9^1d8+5 διατρητικό^-^-^Guardian lance; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Κοιμάται καθιστη με το χέρι ακόμα στο όπλο.^Χρησιμοποιεί τις ίδιες τρεις βρισιές εναλλάξ και καμία άλλη.
SL-08861^Petronel Longstride^Γυναίκα^Gnome^Monk^Warrior of the Open Hand^10^5^Επιστάτης ανάσυρσης^Drifters^The Drift^Dust Depot (SET-012)^Εχθρική^15^90^Unarmed Strike (Flurry)^+9^4 επιθέσεις, 1d8+5 θλαστικό^-^-^κορδόνι με κόμπους προσευχής, αρκετοί καμένοι; κλειδί waystation που δεν ανοίγει πια τίποτα; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Τικ να αγγίζει τον λαιμό της πριν μιλήσει, από τραύμα που έχει κλείσει προ πολλού.
SL-08863^Ossa Harrow^Γυναίκα^Human^Rogue^Assassin^4^1^Μαθητευόμενος^Drifters^The Drift^Far Post (SET-004)^Ουδέτερη^16^29^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^σετ έξι πανομοιότυπων κλειδιών, ένα από τα οποία δουλεύει; τρία εφεδρικά shield cells; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά της· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
